Id,Tipo,FechaConstruccion,FechaReforma,Plantas,Plan,PAU,CatParcela,PerimParcela,Superficie,Aseos,Habitaciones,Garaje,Piscina,Vallada,CallePavimentada,Callejon,Formato,TipoDesnivel,Desnivel,GasNatural,AguaCorriente,FosaSeptica,Situacion,CP,ProxCarretera,ProxCallePrincipal,ProxViasTren,Estado,RatingEstrellas,Precio
95,Chalet individual,1997,1997,2,Antiguo,0,Residencial unifamiliar,84.12,867.44,4,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.0,383493
96,Chalet individual,1993,1993,2,Antiguo,0,Residencial unifamiliar,,907.2,3,6,1,0,0,1,0,Algo irregular,Llana,Ligero,1,1,0,Esquina,60118,0,0,0,8,3.0,320360
97,Chalet individual,1999,1999,1,Antiguo,0,Residencial unifamiliar,95.1,953.56,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,416851
98,Chalet individual,1965,1965,1,Antiguo,0,Residencial unifamiliar,89.0,1014.59,2,6,1,0,0,1,0,Rectangular,Inclinación lateral,Ligero,1,1,0,Interior,61528,0,0,0,5,2.0,177465
99,Chalet individual,1920,1950,1,Nuevo,0,Residencial unifamiliar,103.63,987.09,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,5,2.5,138201
100,Chalet individual,1959,1959,1,Antiguo,0,Residencial unifamiliar,93.88,865.86,3,6,0,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,2.0,214711
101,Chalet individual,1977,2001,1,Antiguo,0,Residencial unifamiliar,,985.05,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,7,3.0,341340
102,Chalet individual,1985,1985,2,Antiguo,0,Residencial unifamiliar,93.88,855.27,3,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,3.0,296383
103,Dúplex,1979,1979,2,,0,Residencial unifamiliar,78.03,651.99,2,8,1,0,0,1,0,Rectangular,Inclinación frontal,Ligero,1,1,0,Interior,50015,0,0,0,5,2.5,206007
104,Chalet individual,2009,2009,1,Antiguo,0,Residencial unifamiliar,114.6,966.38,2,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,60061,0,0,0,5,3.5,331183
105,Chalet individual,1931,1950,1,,0,Residencial tipo 2,,720.74,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60406,0,0,0,4,3.5,317470
106,Chalet individual,2003,2004,2,Antiguo,0,Residencial especial,91.44,870.97,3,9,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50011,0,0,0,5,4.0,450236
107,Chalet individual,1885,1995,1,Nuevo,0,Residencial tipo 2,73.15,1003.35,1,6,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,7,2.0,187298
108,Chalet individual,1948,1950,1,Antiguo,0,Residencial tipo 2,60.96,557.42,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61704,0,0,0,5,2.5,207109
109,Chalet individual,1919,2005,1,,0,Residencial tipo 2,103.63,789.68,2,7,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,60406,1,0,0,7,2.5,215393
110,Chalet individual,1977,1977,1,Antiguo,0,Residencial unifamiliar,128.02,1091.7,2,7,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50012,0,0,0,6,3.0,316364
111,Chalet individual,1954,1972,1,,0,Residencial unifamiliar,91.44,884.9,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,61528,0,0,0,4,3.0,266668
112,Chalet individual,2000,2000,2,,0,Residencial unifamiliar,,720.0,3,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60118,0,0,0,5,3.5,299713
113,Chalet individual,2007,2007,2,Antiguo,0,Residencial unifamiliar,93.88,925.78,4,10,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.5,719169
114,Chalet individual,1953,1953,1,Antiguo,0,Residencial unifamiliar,,1950.96,3,7,1,0,1,1,0,Rectangular,Inclinación frontal,Ligero,1,1,0,Esquina,62451,0,0,0,5,3.0,406437
115,Chalet individual,1945,2002,2,Nuevo,0,Residencial unifamiliar,74.37,674.38,4,9,1,0,1,1,0,Poco irregular,Llana,Moderado,1,1,0,Interior,62451,0,0,0,8,3.0,486039
116,Piso alto,1999,1999,2,Antiguo,1,Residencial especial,41.45,300.08,3,5,1,0,0,1,1,Rectangular,Llana,Ligero,1,1,0,Esquina,50011,0,0,0,5,3.0,329645
117,Chalet individual,1962,1962,1,Antiguo,0,Residencial unifamiliar,,1079.16,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,5,2.5,240703
118,Chalet individual,2006,2007,1,Antiguo,0,Residencial unifamiliar,90.22,793.02,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,61528,0,0,0,5,2.5,290312
119,Chalet individual,1990,1990,2,Antiguo,0,Residencial unifamiliar,109.73,1149.77,4,11,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50015,0,0,0,5,3.5,532824
120,Chalet individual,2005,2006,2,Antiguo,0,Residencial unifamiliar,79.25,786.05,3,8,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60061,0,0,0,5,3.0,319436
121,Chalet individual,1969,1969,2,,0,Residencial unifamiliar,,1993.05,2,4,1,0,0,1,0,Poco irregular,Muy irregular,Elevado,1,1,0,Trasero,62447,0,0,0,5,3.0,350622
122,Chalet individual,1939,1950,1,,0,Residencial tipo 2,60.96,562.99,1,4,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60406,0,0,0,5,2.0,187298
123,Chalet individual,1958,1958,1,Antiguo,0,Residencial unifamiliar,91.44,879.23,1,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,7,3.0,244928
124,Piso alto,1993,1993,1,Antiguo,1,Residencial unifamiliar,67.06,733.19,2,5,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50015,0,0,0,5,3.0,277165
125,Chalet individual,1979,1998,1,Antiguo,0,Residencial unifamiliar,58.52,1583.35,2,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Trasero,50012,0,0,0,5,3.0,313433
126,Chalet adosado,1935,1982,3,,0,Residencial tipo 2,73.15,629.88,2,5,0,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,60406,0,0,0,8,3.0,164598
127,Piso alto,1976,1976,1,Antiguo,1,Residencial unifamiliar,,457.83,2,5,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,60646,0,0,0,5,3.0,239742
128,Chalet individual,1930,1950,1,,0,Residencial tipo 2,67.06,407.66,1,5,0,0,0,1,0,Poco irregular,Inclinación frontal,Ligero,1,1,0,Interior,61704,0,1,0,7,2.5,162949
129,Chalet individual,1966,1966,2,Antiguo,0,Residencial unifamiliar,84.12,705.13,2,6,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,5,3.0,301925
130,Chalet individual,1958,1991,1,Antiguo,0,Residencial unifamiliar,84.12,833.62,3,6,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Interior,50014,0,0,0,7,2.5,292185
131,Chalet individual,1966,1966,2,Antiguo,0,Residencial unifamiliar,107.29,1319.22,3,8,1,0,1,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,6,3.5,440226
132,Chalet individual,2000,2000,2,Antiguo,0,Residencial unifamiliar,,1135.65,4,7,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Esquina,60118,0,0,0,5,3.0,422529
133,Chalet individual,1959,2002,1,Antiguo,0,Residencial unifamiliar,91.44,686.37,2,7,1,0,0,1,0,Rectangular,Llana,Ligero,1,1,0,Esquina,50014,0,0,0,6,2.5,282352
134,Chalet individual,2001,2002,1,Antiguo,0,Residencial unifamiliar,,636.66,3,6,1,0,0,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50017,0,0,0,5,4.0,380969
135,Chalet individual,1968,1993,1,Antiguo,0,Residencial unifamiliar,95.1,960.15,3,7,1,0,1,1,0,Poco irregular,Llana,Ligero,1,1,0,Interior,50010,0,0,0,6,2.5,350622
